date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.label,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,artist,artist_ori_dbid,place.address.suburb,ori_dbid,no_of_events,new_venue_name_x,new_venue_name_y,total_no_of_events,venue_name,venue_category_minor,venue_category_major,State
1995,2,16,1995,3,13,"PICA (Perth Institute of Contemporary Arts), Western Australia",Australia,Western Australia,Perth,Unknown,4da1c919b538b73d9302676a,,place,place,47.7510741,-120.7401386,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1995,1,1,1995,1,1,"Guggenheim Museum, New York City, New York, United States",United States,New York,New York,10037,4da1b295b538b73d9301e646,,place,place,40.7734893,-73.964024,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1995,3,8,1995,7,1,"Tasmanian Museum and Art Gallery, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da199f7b538b73d9300fe22,,place,place,-42.881935,147.332296,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da199f7b538b73d9300fe22,5.0,"Tasmanian Museum and Art Gallery, Hobart, TAS","Tasmanian Museum and Art Gallery, Hobart, TAS",75.0,"Tasmanian Museum and Art Gallery, Hobart, TAS",State Gallery / Library,Government / Public Museum ,TAS
1991,9,10,1991,11,10,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2006,1,1,2006,1,1,"National Museum of Women in the Arts, Washington, District of Columbia, United States",United States,District of Columbia,Washington,20005,4da199c7b538b73d9300fa9d,,place,place,38.9005286,-77.0288615,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
2006,1,1,2006,1,1,"National Gallery of Victoria, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1955cb538b73d9300373a,,place,place,-37.8225355,144.9691134,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1955cb538b73d9300373a,76.0,"National Gallery of Victoria, Melbourne, VIC","National Gallery of Victoria, Melbourne, VIC",243.0,"National Gallery of Victoria, Melbourne, VIC",State Gallery / Library,Government / Public Museum ,VIC
2009,1,1,2009,1,1,"Milani Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19591b538b73d930049a9,,place,place,-27.4709331,153.0235024,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
2012,6,27,2012,9,16,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da194f4b538b73d930005f4,,place,place,-33.8689009,151.2070914,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
2003,1,1,2003,1,1,"John Curtin Gallery, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da1b295b538b73d9301e63e,,place,place,-31.9522222,115.8588889,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1995,1,1,1995,1,1,"Toowoomba, Queensland",Australia,Queensland,Toowoomba,Unknown,5115c340d707ff02ef000008,University of Southern Queensland,place,place,-27.5829487,151.8643252,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1991,12,4,1991,12,21,"Garry Anderson Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1bcfeb538b73d93023920,,place,place,-33.8689009,151.2070914,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1997,1,1,1997,1,1,"XLVII Venice Biennale, Italy",Italy,Venice,Venice,Unknown,4da1b295b538b73d9301e642,,place,place,,,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
2006,1,1,2006,1,1,"Museum and Art Gallery of the Northern Territory, Darwin, Northern Territory",Australia,Northern Territory,Darwin,0800,4da19515b538b73d93001760,,place,place,-12.437368,130.833821,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19515b538b73d93001760,6.0,"Museums and Art Galleries of the Northern Territory, Darwin, NT","Museums and Art Galleries of the Northern Territory, Darwin, NT",172.0,"Museums and Art Galleries of the Northern Territory, Darwin, NT",State Gallery / Library,Government / Public Museum ,NT
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1998,1,1,1998,1,1,"Tasmanian Museum and Art Gallery, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da1af6eb538b73d9301d480,,place,place,-42.881935,147.332296,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1af6eb538b73d9301d480,64.0,"Tasmanian Museum and Art Gallery, Hobart, TAS","Tasmanian Museum and Art Gallery, Hobart, TAS",75.0,"Tasmanian Museum and Art Gallery, Hobart, TAS",State Gallery / Library,Government / Public Museum ,TAS
1994,1,1,1994,1,1,"Kunstsammlung Nordrhein-Westfalen, Dusseldorf, Germany",Germany,North Rhine-Westphalia,Dusseldorf,40213,4da1b295b538b73d9301e64a,,place,place,51.2278417,6.7753646,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1993,1,1,1993,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1999,1,1,1999,1,1,"Djamu Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1a986b538b73d9301b307,,place,place,-33.8689009,151.2070914,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1999,1,1,1999,1,1,,,,,,,,,,,,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1997,1,1,1997,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1998,1,1,1998,1,1,"Art Gallery of Western Australia, Perth, Western Australia",Australia,Western Australia,Perth,6000,4da19503b538b73d93000d89,,place,place,-31.950414,115.860604,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19503b538b73d93000d89,161.0,"Art Gallery of Western Australia, Perth, WA","Art Gallery of Western Australia, Perth, WA",166.0,"Art Gallery of Western Australia, Perth, WA",State Gallery / Library,Government / Public Museum ,WA
2005,1,1,2005,1,1,"CQ Gallery, Craft Queensland, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b295b538b73d9301e63c,,place,place,-27.4709331,153.0235024,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1995,3,10,1995,4,2,,Australia,Queensland,Dalby,4405,5418ff9ad707ff0c4500002b,"Dalby Regional Gallery, Dalby, Queensland",place,place,-27.1832863,151.2637479,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1990,1,1,1990,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1ba7db538b73d9302240d,,place,place,-27.4709331,153.0235024,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1ba7db538b73d9302240d,226.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
1995,3,13,1995,4,7,"Casula Powerhouse Arts Centre, Casula, New South Wales",Australia,New South Wales,Sydney,2170,4da198b6b538b73d9300deed,,place,place,-33.9468224,150.9007762,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",Casula,4da198b6b538b73d9300deed,17.0,"Casula Powerhouse Arts Centre, Casula, NSW","Casula Powerhouse Arts Centre, Casula, NSW",35.0,"Casula Powerhouse Arts Centre, Casula, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1989,1,1,1989,1,1,"Griffith University, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da1b296b538b73d9301e651,,place,place,-27.481624,153.02393,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",Griffith,4da1b296b538b73d9301e651,1.0,Griffith University,Griffith University,5.0,Griffith University,University Gallery,University Gallery,QLD
1995,3,8,1995,4,16,"Perc Tucker Regional Art Gallery, Townsville, Queensland",Australia,Queensland,Townsville,4810,4da19b11b538b73d930117de,,place,place,-19.2576223,146.8178787,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1997,1,1,1997,1,1,"Museum of Modern Art, Oxford, United Kingdom",United Kingdom,England,Oxford,Unknown,4da1b295b538b73d9301e644,,place,place,,,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1994,1,1,1994,1,1,"Bluecoat Gallery, Liverpool, United Kingdom",United Kingdom,England,Liverpool,L3 8EG,4da1b295b538b73d9301e648,,place,place,53.4107766,-2.9778383,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
1989,1,1,1989,1,1,"Artspace, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d93002560,,place,place,-33.8689009,151.2070914,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19531b538b73d93002560,117.0,"Artspace, Sydney, NSW","Artspace, Sydney, NSW",121.0,"Artspace, Sydney, NSW",CAOA,ARI or Indpendent ,NSW
2015,3,6,2015,3,6,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1993,1,1,1993,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da195bbb538b73d930057ff,,place,place,-27.4720964,153.0181735,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da195bbb538b73d930057ff,32.0,"Queensland Art Gallery, Brisbane, QLD","Queensland Art Gallery, Brisbane, QLD",221.0,"Queensland Art Gallery, Brisbane, QLD",State Gallery / Library,Government / Public Museum ,QLD
2005,1,1,2006,1,1,"University Art Museum, University of Queensland, Brisbane, Queensland",Australia,Queensland,Brisbane,4072,4da1b294b538b73d9301e63a,,place,place,-27.4975625,153.0132038,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Dulcie Greeno""","{""$oid"": ""4da1b5d0b538b73d9301f8b0""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
2007,1,1,2007,1,1,"Mosman Art Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1afc0b538b73d9301d98f,,place,place,-33.860064,151.208954,"""Dulcie Greeno""","{""$oid"": ""4da1b5d0b538b73d9301f8b0""}",,4da1afc0b538b73d9301d98f,11.0,"Mosman Art Gallery, Mosman, NSW","Mosman Art Gallery, Mosman, NSW",31.0,"Mosman Art Gallery, Mosman, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
2000,1,1,2000,1,1,"University Gallery, Launceston, Tasmania",Australia,Tasmania,Launceston,7250,4da1b5d0b538b73d9301f8ad,,place,place,-41.4370868,147.1393767,"""Dulcie Greeno""","{""$oid"": ""4da1b5d0b538b73d9301f8b0""}",,4da1b5d0b538b73d9301f8ad,2.0,"Queen Victoria Museum and Art Gallery, Launceston, TAS","Queen Victoria Museum and Art Gallery, Launceston, TAS",125.0,"Queen Victoria Museum and Art Gallery, Launceston, TAS",State Gallery / Library,Government / Public Museum ,TAS
2008,1,1,2008,1,1,"Metalab Gallery, Surry Hills, New South Wales",Australia,New South Wales,Sydney,2010,4da1bc81b538b73d930236a8,,place,place,-33.8906466,151.2129254,"""Dulcie Greeno""","{""$oid"": ""4da1b5d0b538b73d9301f8b0""}",Surry Hills,,,,,,,,,
2010,8,26,2010,10,7,"Design Centre, Tasmania",Australia,Tasmania,Launceston,Unknown,4da1b883b538b73d9302179f,,place,place,,,"""Dulcie Greeno""","{""$oid"": ""4da1b5d0b538b73d9301f8b0""}",,,,,,,,,,
2001,1,1,2001,1,1,"Gallery Gabrielle Pizzi, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d9300150f,,place,place,-37.8131869,144.9629796,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da19511b538b73d9300150f,15.0,"Gallery Gabrielle Pizzi, Melbourne, VIC","Gallery Gabrielle Pizzi, Melbourne, VIC",29.0,"Gallery Gabrielle Pizzi, Melbourne, VIC",Commercial,Commercial,VIC
2007,1,1,2007,1,1,"Heide Museum of Modern Art, Bulleen, Victoria",Australia,Victoria,Manningham,3105,4da19881b538b73d9300d875,,place,place,-37.7589,145.084301,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",Bulleen,4da19881b538b73d9300d875,8.0,"Heide Museum of Modern Art, Melbourne, VIC","Heide Museum of Modern Art, Melbourne, VIC",93.0,"Heide Museum of Modern Art, Melbourne, VIC",Public Independent,Government / Public Museum ,VIC
1999,1,1,1999,1,1,"Liverpool Biennial of Contemporary Art, England, United Kingdom",United Kingdom,England,Liverpool,MK5 7DL,4da1b5d7b538b73d9301f9c3,,place,place,52.0190289,-0.7704274,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
1995,1,1,1995,1,1,"Boomalli Aboriginal Artists Cooperative, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19551b538b73d930031dc,,place,place,-33.8689009,151.2070914,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da19551b538b73d930031dc,24.0,"Boomalli Aboriginal Artists Cooperative, Sydney, NSW","Boomalli Aboriginal Artists Cooperative, Sydney, NSW",24.0,"Boomalli Aboriginal Artists Cooperative, Sydney, NSW",Commercial,Commercial,NSW
2005,1,1,2005,1,1,"Gallery Gabrielle Pizzi, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d9300150f,,place,place,-37.8131869,144.9629796,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da19511b538b73d9300150f,15.0,"Gallery Gabrielle Pizzi, Melbourne, VIC","Gallery Gabrielle Pizzi, Melbourne, VIC",29.0,"Gallery Gabrielle Pizzi, Melbourne, VIC",Commercial,Commercial,VIC
1998,1,1,1998,1,1,"Adelaide Biennial, Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b5d7b538b73d9301f9c1,,place,place,-34.9286212,138.5999594,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
1997,1,1,1997,1,1,"Gallery Gabrielle Pizzi, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d9300150f,,place,place,-37.8131869,144.9629796,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da19511b538b73d9300150f,15.0,"Gallery Gabrielle Pizzi, Melbourne, VIC","Gallery Gabrielle Pizzi, Melbourne, VIC",29.0,"Gallery Gabrielle Pizzi, Melbourne, VIC",Commercial,Commercial,VIC
1996,1,1,1996,1,1,"Cologne, Germany",Germany,North Rhine-Westphalia,Cologne,50667,4da1a160b538b73d930176fe,,place,place,50.9406645,6.9599115,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
2001,1,1,2001,1,1,"Plimsoll Gallery, University of Tasmania, Hobart, Tasmania",Australia,Tasmania,Hobart,7005,4da1b173b538b73d9301df85,,place,place,-42.9038901,147.3247598,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da1b173b538b73d9301df85,7.0,"Plimsoll Gallery, University of Tasmania, Hobart, TAS","Plimsoll Gallery, University of Tasmania, Hobart, TAS",63.0,"Plimsoll Gallery, University of Tasmania, Hobart, TAS",University Gallery,University Gallery,TAS
2002,1,1,2002,1,1,"Mahatma Gandhi Institute, Mauritius",Mauritius,Moka,,80813,4da1b5d7b538b73d9301f9c8,,place,place,-20.227172,57.503344,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
1997,1,1,1999,1,1,"Canberra Contemporary Art Space, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da1954cb538b73d9300307b,,place,place,-35.3080556,149.1244444,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da1954cb538b73d9300307b,26.0,"Canberra Contemporary Art Space, Canberra, ACT","Canberra Contemporary Art Space, Canberra, ACT",26.0,"Canberra Contemporary Art Space, Canberra, ACT",CAOA,ARI or Indpendent ,ACT
2008,1,1,2008,1,1,"Bett Gallery, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da199bfb538b73d9300f9f2,,place,place,-42.8819032,147.3238148,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da199bfb538b73d9300f9f2,8.0,"Bett Gallery, Hobart, Tas.","Bett Gallery, Hobart, Tas.",8.0,"Bett Gallery, Hobart, Tas.",Commercial,Commercial,TAS
2012,1,1,2012,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
2006,1,1,2006,1,1,"Pier 2/3 Walsh Bay, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1b5d8b538b73d9301f9cd,,place,place,-33.8689009,151.2070914,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
2010,3,13,2010,7,4,"Tasmanian Museum and Art Gallery, Hobart, Tasmania",Australia,Tasmania,Hobart,7000,4da199f7b538b73d9300fe22,,place,place,-42.881935,147.332296,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da199f7b538b73d9300fe22,5.0,"Tasmanian Museum and Art Gallery, Hobart, TAS","Tasmanian Museum and Art Gallery, Hobart, TAS",75.0,"Tasmanian Museum and Art Gallery, Hobart, TAS",State Gallery / Library,Government / Public Museum ,TAS
1995,1,1,1995,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2007,1,1,2007,1,1,"South Australian School of Art Gallery, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da1b4f6b538b73d9301eee5,,place,place,-34.9286212,138.5999594,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
2005,1,1,2005,1,1,"Linden Centre for Contemporary Arts, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b86fb538b73d93021425,,place,place,-37.8131869,144.9629796,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,,,,,,,,,
2007,1,1,2007,1,1,"Gallery Gabrielle Pizzi, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da19511b538b73d9300150f,,place,place,-37.8131869,144.9629796,"""Julie Gough""","{""$oid"": ""4da1b5d9b538b73d9301f9f1""}",,4da19511b538b73d9300150f,15.0,"Gallery Gabrielle Pizzi, Melbourne, VIC","Gallery Gabrielle Pizzi, Melbourne, VIC",29.0,"Gallery Gabrielle Pizzi, Melbourne, VIC",Commercial,Commercial,VIC
